id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
49239,22,27600,MORTGAGE,1.0,PERSONAL,C,4000,14.35,0.14,N,4,False
49240,23,75000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,12000,6.03,0.16,N,3,False
49241,27,48000,RENT,5.0,DEBTCONSOLIDATION,C,4200,13.11,0.09,N,6,False
49242,31,80000,MORTGAGE,9.0,MEDICAL,A,8000,7.14,0.1,N,7,False
49243,21,90000,MORTGAGE,5.0,MEDICAL,A,7000,7.14,0.08,N,3,False
49244,25,42000,RENT,7.0,VENTURE,A,10000,7.51,0.24,N,3,False
49245,23,25000,RENT,0.0,MEDICAL,A,6000,7.9,0.24,N,3,False
49246,22,36000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,5500,9.88,0.15,N,2,False
49247,27,54000,MORTGAGE,11.0,DEBTCONSOLIDATION,D,10000,14.59,0.19,Y,7,True
49248,27,47000,RENT,0.0,PERSONAL,E,16000,16.35,0.34,N,6,True
49249,23,40000,RENT,5.0,MEDICAL,B,13000,11.48,0.33,N,2,False
49250,22,40000,MORTGAGE,5.0,EDUCATION,A,6400,6.91,0.16,N,2,False
49251,23,80000,RENT,6.0,EDUCATION,B,8000,10.59,0.1,N,3,False
49252,21,192000,MORTGAGE,123.0,VENTURE,B,20000,11.49,0.1,N,2,False
49253,22,70000,MORTGAGE,6.0,EDUCATION,A,2500,6.39,0.03,N,2,False
49254,23,45000,RENT,0.0,EDUCATION,A,4000,7.9,0.09,N,3,False
49255,29,55000,RENT,0.0,HOMEIMPROVEMENT,A,7500,5.79,0.14,N,9,False
49256,31,35000,RENT,4.0,PERSONAL,A,5000,6.03,0.14,N,9,False
49257,36,59000,MORTGAGE,5.0,VENTURE,C,5000,14.17,0.08,Y,11,False
49258,31,23004,RENT,2.0,PERSONAL,B,4800,9.91,0.21,N,10,False
49259,30,70000,MORTGAGE,14.0,VENTURE,A,12000,6.03,0.17,N,8,False
49260,24,50000,RENT,3.0,MEDICAL,A,6000,7.29,0.12,N,3,False
49261,25,50000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,10000,14.79,0.2,N,3,False
49262,32,27000,RENT,3.0,MEDICAL,C,7500,13.57,0.27,Y,8,False
49263,30,37000,RENT,0.0,MEDICAL,A,9000,7.51,0.24,N,5,False
49264,22,31200,RENT,1.0,EDUCATION,B,3200,10.99,0.1,N,3,False
49265,29,60000,MORTGAGE,13.0,MEDICAL,A,1200,6.76,0.02,N,5,False
49266,26,105000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,23750,12.42,0.24,N,3,False
49267,28,90000,MORTGAGE,1.0,MEDICAL,A,15000,8.49,0.17,N,7,False
49268,23,65000,MORTGAGE,7.0,EDUCATION,A,15000,8.94,0.23,N,4,False
49269,26,54000,MORTGAGE,4.0,MEDICAL,C,6000,13.22,0.11,Y,2,True
49270,26,85000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3600,6.03,0.04,N,3,False
49271,26,115500,MORTGAGE,2.0,EDUCATION,B,10000,10.95,0.09,N,3,False
49272,26,44960,RENT,9.0,PERSONAL,B,11000,9.91,0.24,N,2,False
49273,26,30000,RENT,0.0,VENTURE,B,3000,11.99,0.1,N,2,False
49274,26,120000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,9.99,0.13,N,3,False
49275,29,50000,MORTGAGE,14.0,MEDICAL,A,6000,6.92,0.12,N,6,False
49276,24,50000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,13600,6.03,0.27,N,3,False
49277,32,42000,MORTGAGE,2.0,VENTURE,A,4000,8.59,0.1,N,6,False
49278,23,80000,RENT,3.0,EDUCATION,A,20000,7.66,0.25,N,2,False
49279,24,49000,RENT,8.0,VENTURE,B,5000,9.91,0.1,N,4,False
49280,33,33996,MORTGAGE,3.0,PERSONAL,C,10000,13.8,0.29,Y,8,False
49281,25,48000,RENT,3.0,VENTURE,B,5000,12.42,0.1,N,2,False
49282,24,112000,MORTGAGE,0.0,VENTURE,A,13000,8.94,0.11,N,3,False
49283,23,72000,RENT,3.0,EDUCATION,A,18000,5.79,0.28,N,4,False
49284,30,54400,RENT,1.0,MEDICAL,E,20000,17.19,0.28,Y,9,True
49285,32,43000,MORTGAGE,8.0,MEDICAL,A,15000,7.49,0.35,N,6,False
49286,23,36000,MORTGAGE,3.0,EDUCATION,C,2500,13.35,0.07,N,2,False
49287,25,95000,MORTGAGE,5.0,VENTURE,B,25000,9.62,0.26,N,3,False
49288,31,113135,MORTGAGE,9.0,EDUCATION,B,25000,9.99,0.22,N,8,False
49289,29,64000,RENT,8.0,DEBTCONSOLIDATION,B,25000,11.83,0.39,N,6,True
49290,22,24432,OWN,0.0,EDUCATION,B,2500,11.86,0.1,N,3,False
49291,40,68000,MORTGAGE,4.0,EDUCATION,D,8700,15.58,0.12,Y,16,False
49292,24,90000,MORTGAGE,6.0,PERSONAL,B,16000,10.99,0.18,N,3,False
49293,24,38000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,15000,6.54,0.39,N,3,False
49294,27,75000,MORTGAGE,12.0,PERSONAL,A,12000,7.88,0.16,N,9,False
49295,23,60000,RENT,0.0,VENTURE,A,8000,7.29,0.13,N,4,False
49296,39,46000,RENT,3.0,PERSONAL,B,6000,10.99,0.13,N,14,False
49297,22,65600,MORTGAGE,5.0,MEDICAL,A,5600,9.63,0.08,N,4,False
49298,23,36000,RENT,7.0,DEBTCONSOLIDATION,C,2000,14.72,0.06,Y,3,False
49299,23,70000,MORTGAGE,7.0,PERSONAL,A,10000,7.49,0.14,N,4,False
49300,22,78000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,25000,15.95,0.32,N,4,True
49301,32,65000,RENT,2.0,HOMEIMPROVEMENT,B,7000,11.49,0.11,N,6,False
49302,27,52000,MORTGAGE,5.0,VENTURE,A,4000,7.9,0.08,N,7,False
49303,24,47232,MORTGAGE,4.0,VENTURE,E,10000,19.42,0.21,N,4,False
49304,25,66000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,8000,6.62,0.12,N,3,False
49305,31,120000,MORTGAGE,3.0,MEDICAL,B,25000,10.65,0.21,N,10,False
49306,24,63600,RENT,7.0,DEBTCONSOLIDATION,B,5000,11.49,0.08,N,4,False
49307,24,75555,MORTGAGE,4.0,MEDICAL,B,7200,10.39,0.09,N,2,False
49308,22,34800,RENT,3.0,PERSONAL,A,7700,9.32,0.23,N,2,False
49309,38,65000,MORTGAGE,13.0,VENTURE,A,5000,6.03,0.08,N,17,False
49310,30,100000,RENT,2.0,MEDICAL,A,3000,7.88,0.03,N,8,False
49311,22,50000,RENT,2.0,EDUCATION,B,8400,11.71,0.17,N,3,False
49312,27,120000,RENT,3.0,HOMEIMPROVEMENT,B,13500,10.0,0.11,N,6,False
49313,31,50000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,3000,6.03,0.06,N,7,False
49314,25,42000,RENT,3.0,EDUCATION,C,6000,12.87,0.14,N,4,False
49315,22,50000,MORTGAGE,6.0,EDUCATION,A,10000,7.14,0.2,N,4,False
49316,26,58000,MORTGAGE,9.0,VENTURE,B,4000,9.99,0.07,N,3,False
49317,27,106000,MORTGAGE,11.0,MEDICAL,B,12000,12.69,0.11,N,10,False
49318,25,50000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,8000,6.62,0.16,N,2,False
49319,33,45000,RENT,4.0,EDUCATION,D,10000,15.95,0.22,N,7,False
49320,27,43200,RENT,8.0,MEDICAL,C,5000,12.87,0.12,N,8,False
49321,31,70000,OWN,3.0,EDUCATION,A,7200,7.88,0.1,N,10,False
49322,22,54000,RENT,2.0,EDUCATION,C,20000,13.79,0.36,Y,3,True
49323,30,60000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,5000,7.51,0.08,N,10,False
49324,22,42500,RENT,2.0,DEBTCONSOLIDATION,A,7000,7.49,0.16,N,3,False
49325,25,40000,MORTGAGE,9.0,EDUCATION,C,7000,11.78,0.17,Y,4,False
49326,25,36000,RENT,2.0,MEDICAL,B,5000,12.21,0.14,N,2,False
49327,24,79000,MORTGAGE,5.0,EDUCATION,D,20000,14.54,0.25,Y,4,False
49328,22,55000,OWN,6.0,VENTURE,A,3500,5.42,0.06,N,4,False
49329,26,90000,RENT,0.0,HOMEIMPROVEMENT,A,10000,5.79,0.11,N,2,False
49330,22,54000,MORTGAGE,6.0,EDUCATION,C,3000,13.99,0.06,N,3,False
49331,30,108000,RENT,1.0,PERSONAL,D,20000,15.05,0.19,N,6,True
49332,26,60996,RENT,0.0,HOMEIMPROVEMENT,E,16400,17.99,0.27,N,2,True
49333,27,80000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9000,6.99,0.11,N,6,False
49334,23,43000,RENT,7.0,EDUCATION,C,12000,13.11,0.28,N,3,False
49335,23,83004,MORTGAGE,7.0,PERSONAL,A,3500,6.39,0.04,N,3,False
49336,28,60000,RENT,1.0,MEDICAL,A,3000,7.51,0.05,N,8,False
49337,29,60000,RENT,4.0,VENTURE,D,9000,15.62,0.15,Y,6,False
49338,28,80000,MORTGAGE,5.0,VENTURE,A,18000,7.9,0.23,N,5,False
49339,25,80000,RENT,4.0,PERSONAL,A,12000,7.51,0.15,N,2,False
49340,23,40000,OWN,7.0,EDUCATION,A,5000,5.42,0.13,N,3,False
49341,24,91800,MORTGAGE,6.0,MEDICAL,C,16000,14.22,0.15,N,3,True
49342,26,40000,RENT,2.0,MEDICAL,B,3000,12.18,0.07,N,3,False
49343,37,60000,RENT,7.0,MEDICAL,A,7000,6.91,0.12,N,15,False
49344,60,50000,RENT,5.0,MEDICAL,B,9000,10.65,0.18,N,25,False
49345,28,50000,RENT,1.0,EDUCATION,A,3000,7.9,0.06,N,7,False
49346,22,63000,RENT,1.0,EDUCATION,C,6500,15.96,0.1,N,3,False
49347,36,42000,RENT,2.0,MEDICAL,D,10000,14.91,0.24,Y,14,True
49348,27,92000,MORTGAGE,11.0,VENTURE,A,12000,7.49,0.13,N,7,False
49349,25,34000,RENT,4.0,MEDICAL,A,1500,6.76,0.04,N,2,False
49350,26,52500,MORTGAGE,9.0,PERSONAL,A,20000,7.88,0.38,N,3,False
49351,29,50000,RENT,13.0,HOMEIMPROVEMENT,A,12000,7.51,0.24,N,5,False
49352,29,43000,RENT,2.0,VENTURE,A,4000,7.14,0.09,N,7,False
49353,36,45996,MORTGAGE,6.0,DEBTCONSOLIDATION,C,2000,13.61,0.05,Y,14,False
49354,25,52400,MORTGAGE,3.0,HOMEIMPROVEMENT,B,4000,10.62,0.08,N,4,False
49355,24,69000,RENT,8.0,EDUCATION,B,8000,9.99,0.12,N,4,True
49356,28,80000,RENT,4.0,DEBTCONSOLIDATION,B,25000,12.69,0.31,N,8,True
49357,30,118000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,35000,17.58,0.3,N,6,False
49358,30,54000,MORTGAGE,1.0,PERSONAL,A,6000,8.59,0.11,N,7,False
49359,31,48000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,7000,8.94,0.15,N,9,False
49360,24,69000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,15000,15.99,0.22,N,3,True
49361,25,48000,RENT,0.0,MEDICAL,E,13000,15.68,0.27,Y,2,True
49362,29,75000,RENT,0.0,PERSONAL,B,22000,10.62,0.29,N,6,False
49363,46,56004,MORTGAGE,5.0,MEDICAL,B,20000,11.48,0.36,N,13,False
49364,22,85000,MORTGAGE,4.0,EDUCATION,A,7500,5.42,0.09,N,4,False
49365,34,45000,MORTGAGE,2.0,MEDICAL,A,6400,9.63,0.14,N,5,False
49366,23,72000,RENT,7.0,EDUCATION,A,10000,7.66,0.14,N,3,False
49367,25,60000,MORTGAGE,9.0,VENTURE,A,9000,7.51,0.15,N,2,False
49368,29,33000,RENT,3.0,MEDICAL,B,1500,10.59,0.05,N,10,False
49369,27,38000,RENT,0.0,PERSONAL,A,3000,8.9,0.08,N,10,False
49370,40,45000,RENT,3.0,MEDICAL,B,8000,10.38,0.18,N,17,False
49371,28,54000,RENT,5.0,MEDICAL,C,10000,13.49,0.19,Y,10,False
49372,22,48000,RENT,0.0,EDUCATION,C,5000,14.26,0.1,Y,3,False
49373,30,180000,MORTGAGE,2.0,EDUCATION,B,20000,12.42,0.11,N,8,False
49374,31,110000,RENT,12.0,EDUCATION,A,10000,9.63,0.09,N,7,False
49375,31,70000,MORTGAGE,8.0,MEDICAL,A,4500,7.49,0.06,N,8,False
49376,30,54000,MORTGAGE,5.0,VENTURE,B,6300,10.99,0.12,N,7,False
49377,23,48000,RENT,3.0,EDUCATION,A,6000,6.03,0.13,N,4,False
49378,24,29004,RENT,1.0,VENTURE,B,2000,11.49,0.07,N,2,False
49379,21,110000,RENT,2.0,VENTURE,B,3500,11.86,0.03,N,2,False
49380,30,102000,MORTGAGE,5.0,HOMEIMPROVEMENT,E,12000,15.68,0.12,N,7,False
49381,31,70000,MORTGAGE,6.0,MEDICAL,A,10000,7.74,0.14,N,9,False
49382,37,100000,MORTGAGE,3.0,PERSONAL,A,16000,6.99,0.16,N,12,False
49383,23,59000,MORTGAGE,7.0,VENTURE,A,12000,6.17,0.2,N,2,False
49384,23,40000,RENT,3.0,EDUCATION,A,5600,7.9,0.14,N,2,False
49385,28,120000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,12000,8.94,0.1,N,10,False
49386,49,62900,RENT,1.0,MEDICAL,D,8825,16.49,0.13,N,17,True
49387,27,64000,RENT,0.0,MEDICAL,A,12800,8.38,0.2,N,6,False
49388,22,107000,MORTGAGE,3.0,EDUCATION,C,4000,12.73,0.04,N,4,False
49389,21,45000,RENT,1.0,DEBTCONSOLIDATION,A,4500,7.51,0.1,N,2,False
49390,23,45504,RENT,2.0,MEDICAL,C,2000,14.72,0.04,N,4,False
49391,28,28800,RENT,8.0,EDUCATION,B,6250,10.38,0.21,N,8,False
49392,30,38004,RENT,2.0,DEBTCONSOLIDATION,A,10000,7.88,0.26,N,5,False
49393,24,50000,RENT,2.0,PERSONAL,B,6000,10.59,0.12,N,3,False
49394,31,36996,RENT,5.0,VENTURE,A,8000,7.51,0.22,N,5,False
49395,22,32112,MORTGAGE,4.0,HOMEIMPROVEMENT,C,12000,13.98,0.37,Y,3,False
49396,37,75000,RENT,0.0,MEDICAL,B,12000,10.99,0.16,N,16,False
49397,26,31200,RENT,1.0,PERSONAL,C,3200,13.49,0.1,Y,4,False
49398,21,45000,MORTGAGE,5.0,VENTURE,A,1200,7.75,0.03,N,4,False
49399,32,72000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,6.62,0.14,N,10,False
49400,37,53196,RENT,17.0,PERSONAL,A,3000,6.03,0.06,N,11,False
49401,38,48000,RENT,5.0,MEDICAL,A,4000,7.88,0.08,N,17,False
49402,21,48000,MORTGAGE,5.0,PERSONAL,A,3500,7.14,0.07,N,3,False
49403,26,45136,MORTGAGE,10.0,HOMEIMPROVEMENT,E,8000,17.93,0.18,N,3,False
49404,25,65000,MORTGAGE,9.0,PERSONAL,B,14400,9.88,0.23,N,3,False
49405,29,45000,MORTGAGE,1.0,EDUCATION,A,5000,8.0,0.11,N,5,False
49406,29,200000,MORTGAGE,7.0,EDUCATION,A,18000,7.88,0.09,N,5,False
49407,23,90000,RENT,8.0,PERSONAL,E,24000,17.56,0.27,N,2,False
49408,53,114054,MORTGAGE,3.0,PERSONAL,A,35000,8.9,0.31,N,26,False
49409,30,40000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,3000,7.29,0.07,N,7,False
49410,28,82000,RENT,1.0,HOMEIMPROVEMENT,B,17000,10.59,0.21,N,5,False
49411,21,45600,MORTGAGE,5.0,VENTURE,A,4000,7.51,0.09,N,3,False
49412,24,45792,RENT,3.0,DEBTCONSOLIDATION,A,17000,8.49,0.37,N,14,True
49413,27,36000,RENT,5.0,PERSONAL,B,6000,11.49,0.17,N,6,False
49414,33,25062,RENT,1.0,EDUCATION,A,4000,7.49,0.16,N,9,False
49415,23,50000,RENT,3.0,VENTURE,B,20000,10.75,0.4,N,3,True
49416,23,29856,RENT,6.0,PERSONAL,A,10300,6.62,0.34,N,2,True
49417,22,100000,MORTGAGE,4.0,EDUCATION,C,10000,13.61,0.1,Y,3,False
49418,24,80000,MORTGAGE,8.0,VENTURE,D,5000,15.62,0.06,N,3,False
49419,22,75000,MORTGAGE,6.0,EDUCATION,B,8000,11.49,0.11,N,3,False
49420,29,32000,MORTGAGE,0.0,PERSONAL,B,6500,11.83,0.2,N,5,False
49421,24,47000,RENT,0.0,EDUCATION,B,4000,10.74,0.09,N,4,False
49422,28,60000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,5000,7.51,0.08,N,8,False
49423,24,40000,RENT,0.0,MEDICAL,A,3000,7.68,0.07,N,2,False
49424,28,48000,RENT,1.0,VENTURE,C,15000,13.48,0.31,Y,7,True
49425,34,150000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,4000,6.99,0.03,N,9,False
49426,36,35000,RENT,0.0,VENTURE,A,10000,7.29,0.29,N,14,False
49427,23,60000,OWN,8.0,VENTURE,A,15000,7.9,0.25,N,2,False
49428,28,20000,RENT,2.0,DEBTCONSOLIDATION,C,5000,13.48,0.25,Y,7,False
49429,24,42000,RENT,8.0,MEDICAL,B,9600,11.11,0.23,N,4,False
49430,26,50000,OWN,5.0,HOMEIMPROVEMENT,A,7000,7.14,0.14,N,2,False
49431,45,38400,OWN,2.0,VENTURE,B,10000,10.99,0.26,N,12,False
49432,25,110000,RENT,4.0,DEBTCONSOLIDATION,B,12000,11.12,0.11,N,3,False
49433,24,62500,RENT,1.0,EDUCATION,C,12000,13.22,0.19,N,4,False
49434,22,27600,RENT,0.0,EDUCATION,C,7500,12.73,0.28,Y,4,True
49435,23,60000,RENT,0.0,PERSONAL,A,7000,6.03,0.12,N,3,False
49436,27,66000,MORTGAGE,11.0,PERSONAL,A,10500,8.49,0.16,N,7,False
49437,30,55000,MORTGAGE,9.0,PERSONAL,B,15000,11.48,0.27,N,9,False
49438,23,54000,RENT,3.0,DEBTCONSOLIDATION,A,2000,8.49,0.04,N,4,False
49439,29,110000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,18000,10.37,0.16,N,6,False
49440,30,70000,RENT,0.0,DEBTCONSOLIDATION,B,15000,11.89,0.21,N,6,False
49441,26,55000,MORTGAGE,10.0,PERSONAL,A,6000,8.49,0.11,N,3,False
49442,23,81600,MORTGAGE,7.0,EDUCATION,A,5000,7.49,0.06,N,4,False
49443,22,50000,RENT,1.0,VENTURE,A,9000,8.94,0.18,N,3,False
49444,41,26400,RENT,5.0,PERSONAL,B,4750,10.62,0.18,N,14,True
49445,27,44000,RENT,5.0,HOMEIMPROVEMENT,C,8000,15.23,0.18,N,9,True
49446,23,50000,RENT,0.0,EDUCATION,A,10000,9.63,0.2,N,3,False
49447,28,50000,RENT,0.0,PERSONAL,C,12000,13.48,0.24,N,7,False
49448,23,60000,RENT,0.0,MEDICAL,A,16800,6.54,0.28,N,2,False
49449,24,60000,RENT,5.0,MEDICAL,B,2800,9.7,0.05,N,4,False
49450,31,125000,MORTGAGE,6.0,PERSONAL,D,20000,15.95,0.16,N,10,False
49451,21,84000,RENT,5.0,MEDICAL,A,10000,5.99,0.12,N,4,False
49452,35,65000,RENT,0.0,EDUCATION,B,3000,12.42,0.05,N,7,False
49453,37,24000,RENT,2.0,HOMEIMPROVEMENT,C,2000,13.48,0.08,Y,14,True
49454,25,32000,MORTGAGE,9.0,PERSONAL,B,2500,11.86,0.08,N,4,True
49455,28,141000,MORTGAGE,3.0,VENTURE,A,10000,7.49,0.07,N,7,False
49456,30,60000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,5000,11.58,0.08,N,10,False
49457,22,41000,RENT,2.0,DEBTCONSOLIDATION,A,4500,7.66,0.11,N,3,False
49458,36,40000,OWN,2.0,HOMEIMPROVEMENT,B,13200,11.48,0.33,N,16,False
49459,28,36000,MORTGAGE,2.0,PERSONAL,C,5000,12.53,0.14,Y,10,False
49460,24,60000,RENT,0.0,VENTURE,A,4200,7.88,0.07,N,2,False
49461,32,61000,RENT,1.0,DEBTCONSOLIDATION,B,12500,9.99,0.2,N,6,False
49462,24,30000,RENT,7.0,DEBTCONSOLIDATION,B,9000,12.42,0.3,N,3,False
49463,31,54000,MORTGAGE,11.0,HOMEIMPROVEMENT,E,5400,17.74,0.1,N,5,True
49464,32,110000,MORTGAGE,5.0,EDUCATION,B,15000,11.48,0.14,N,9,False
49465,29,50000,RENT,4.0,VENTURE,B,2000,10.99,0.04,N,9,False
49466,32,65004,RENT,2.0,MEDICAL,C,13000,12.53,0.2,N,7,False
49467,22,66000,MORTGAGE,5.0,MEDICAL,B,21000,12.69,0.3,N,3,True
49468,22,60000,MORTGAGE,3.0,VENTURE,B,8000,10.0,0.13,N,2,False
49469,33,45300,RENT,2.0,PERSONAL,E,17000,16.63,0.38,Y,6,True
49470,28,50000,RENT,5.0,HOMEIMPROVEMENT,B,8000,11.49,0.16,N,7,False
49471,31,36000,MORTGAGE,15.0,MEDICAL,B,14125,10.65,0.39,N,9,False
49472,37,60000,OWN,3.0,HOMEIMPROVEMENT,A,10000,7.51,0.17,N,11,False
49473,31,95000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,15000,13.49,0.16,Y,9,False
49474,24,67000,RENT,8.0,PERSONAL,B,25000,10.99,0.37,N,2,True
49475,26,54000,RENT,0.0,EDUCATION,B,10000,12.42,0.19,N,4,True
49476,22,50000,MORTGAGE,4.0,EDUCATION,A,17500,7.49,0.34,N,4,False
49477,25,62217,RENT,0.0,DEBTCONSOLIDATION,C,2400,11.66,0.04,N,3,False
49478,22,70000,MORTGAGE,3.0,EDUCATION,A,7000,7.49,0.1,N,3,False
49479,32,168000,MORTGAGE,12.0,VENTURE,B,24250,10.62,0.14,N,10,False
49480,23,95000,MORTGAGE,7.0,VENTURE,B,24000,11.83,0.25,N,2,False
49481,31,65000,MORTGAGE,15.0,EDUCATION,C,5500,13.99,0.08,Y,5,False
49482,30,48000,RENT,0.0,HOMEIMPROVEMENT,A,4000,8.0,0.08,N,7,False
49483,29,30000,RENT,0.0,MEDICAL,A,8000,9.32,0.27,N,7,False
49484,23,39900,RENT,0.0,PERSONAL,C,12000,12.98,0.3,N,2,False
49485,24,55000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,9000,9.88,0.16,N,3,False
49486,21,70000,RENT,5.0,EDUCATION,A,12000,7.51,0.17,N,3,False
49487,24,60000,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.05,0.42,Y,4,True
49488,26,52000,RENT,3.0,EDUCATION,A,7000,6.91,0.13,N,2,False
49489,26,53000,RENT,2.0,EDUCATION,C,4000,13.47,0.08,N,4,False
49490,29,38004,RENT,6.0,EDUCATION,C,5000,15.23,0.13,Y,8,False
49491,26,120000,MORTGAGE,4.0,MEDICAL,B,6000,9.99,0.05,N,4,False
49492,32,88000,RENT,7.0,HOMEIMPROVEMENT,E,3600,19.69,0.04,N,9,True
49493,27,75000,RENT,2.0,PERSONAL,A,6000,9.63,0.08,N,5,False
49494,26,33000,RENT,2.0,MEDICAL,C,6000,12.99,0.18,Y,4,False
49495,28,100000,MORTGAGE,12.0,EDUCATION,A,8000,6.03,0.08,N,6,False
49496,31,40000,RENT,3.0,PERSONAL,C,8400,13.61,0.21,N,10,False
49497,24,46000,RENT,3.0,MEDICAL,A,5000,7.29,0.11,N,2,False
49498,29,60000,RENT,5.0,MEDICAL,C,15000,12.99,0.25,Y,8,False
49499,28,84996,MORTGAGE,12.0,PERSONAL,C,8000,13.61,0.09,Y,10,False
49500,22,41000,MORTGAGE,6.0,EDUCATION,B,4000,10.37,0.1,N,3,False
49501,31,77500,MORTGAGE,0.0,MEDICAL,A,6000,7.4,0.08,N,6,False
49502,23,75000,MORTGAGE,7.0,PERSONAL,B,5000,11.49,0.07,N,3,False
49503,24,140000,MORTGAGE,8.0,PERSONAL,A,28000,6.54,0.19,N,3,False
49504,41,60000,RENT,1.0,DEBTCONSOLIDATION,A,9000,5.42,0.15,N,17,False
49505,23,33600,RENT,2.0,EDUCATION,C,5000,13.99,0.15,N,2,False
49506,22,32400,RENT,3.0,DEBTCONSOLIDATION,A,10000,7.66,0.31,N,3,True
49507,41,56000,OWN,12.0,MEDICAL,C,14500,13.61,0.26,Y,16,False
49508,29,32000,RENT,4.0,MEDICAL,C,6000,13.84,0.19,Y,10,True
49509,27,130000,MORTGAGE,11.0,HOMEIMPROVEMENT,D,24250,17.27,0.19,N,8,False
49510,32,60000,MORTGAGE,16.0,HOMEIMPROVEMENT,A,2000,7.88,0.03,N,9,False
49511,33,90000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,5000,13.49,0.06,N,10,False
49512,29,75000,RENT,9.0,PERSONAL,A,6500,7.49,0.09,N,10,False
49513,23,67422,MORTGAGE,8.0,EDUCATION,C,16000,12.99,0.24,N,4,False
49514,21,40000,RENT,4.0,MEDICAL,A,5000,7.49,0.13,N,4,False
49515,27,49000,RENT,11.0,PERSONAL,B,5000,11.49,0.1,N,8,False
49516,23,30000,RENT,1.0,MEDICAL,C,10000,13.11,0.33,N,4,True
49517,31,30000,RENT,4.0,MEDICAL,D,5000,15.62,0.17,N,5,False
49518,22,47000,MORTGAGE,6.0,VENTURE,A,7000,8.9,0.15,N,2,False
49519,26,52000,MORTGAGE,6.0,PERSONAL,C,11500,13.57,0.22,N,4,False
49520,33,78000,RENT,4.0,VENTURE,B,2400,12.42,0.03,N,9,False
49521,26,35000,RENT,9.0,EDUCATION,C,1500,13.16,0.04,Y,3,False
49522,26,30000,MORTGAGE,5.0,VENTURE,C,12000,13.49,0.4,N,3,False
49523,35,42000,RENT,5.0,MEDICAL,B,11000,10.59,0.26,N,9,False
49524,24,30000,RENT,0.0,EDUCATION,D,5000,15.62,0.17,Y,4,True
49525,24,33600,RENT,0.0,VENTURE,C,5000,12.87,0.15,Y,2,False
49526,30,36000,RENT,0.0,DEBTCONSOLIDATION,B,13500,10.36,0.38,N,9,True
49527,30,250000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,9000,9.99,0.04,N,5,False
49528,23,43000,RENT,3.0,PERSONAL,A,14400,6.92,0.33,N,3,True
49529,23,60000,RENT,5.0,MEDICAL,C,15000,13.85,0.25,Y,2,False
49530,25,72000,MORTGAGE,3.0,MEDICAL,A,16000,6.03,0.21,N,2,False
49531,27,65000,MORTGAGE,2.0,MEDICAL,B,12000,11.71,0.18,N,5,False
49532,22,50000,RENT,6.0,VENTURE,B,10000,11.71,0.2,N,4,False
49533,22,65000,MORTGAGE,6.0,MEDICAL,B,6500,10.74,0.1,N,4,False
49534,25,98000,RENT,4.0,HOMEIMPROVEMENT,A,5000,7.51,0.05,N,2,True
49535,24,63000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,11200,13.99,0.18,Y,4,True
49536,28,49000,MORTGAGE,13.0,EDUCATION,C,5000,15.27,0.1,Y,9,True
49537,22,55000,MORTGAGE,6.0,PERSONAL,A,6000,7.88,0.11,N,3,False
49538,24,33600,RENT,1.0,VENTURE,B,5000,10.99,0.15,N,4,False
49539,22,48000,RENT,0.0,EDUCATION,B,12000,10.36,0.25,N,2,False
49540,40,77367,MORTGAGE,11.0,EDUCATION,A,1500,6.17,0.02,N,17,False
49541,30,44400,MORTGAGE,9.0,HOMEIMPROVEMENT,C,6000,12.99,0.14,Y,9,False
49542,22,70000,RENT,5.0,PERSONAL,A,10000,7.29,0.14,N,2,False
49543,27,54000,RENT,1.0,VENTURE,A,6000,7.05,0.11,N,5,False
